side,cone_id,x,y
R,80,8.859857,-50.070747
R,81,11.478421,-47.532670
R,82,14.594521,-45.394548
R,83,18.010152,-43.563823
R,84,21.629807,-41.895677
R,85,25.364530,-40.138926
R,86,29.108962,-37.880753
R,87,32.272836,-33.888684
R,88,31.886383,-28.615868
R,89,29.521056,-24.719565
R,90,26.520643,-21.557832
R,91,23.069166,-18.928640
R,92,19.302771,-16.874473
R,93,15.474561,-15.257389
R,94,11.797474,-13.765123
R,95,8.491500,-12.033841
R,96,5.792930,-9.757645
R,97,3.740816,-6.825508
R,98,2.393847,-3.485038
