side,cone_id,x,y
M,-1,31.171951,8.284405
M,-1,32.653328,9.291000
M,-1,34.326263,10.405176
M,-1,35.734001,11.700915
M,-1,37.039974,13.068892
M,-1,38.090721,14.421171
M,-1,39.082817,16.085142
M,-1,39.889854,17.543537
M,-1,40.368752,19.293106
M,-1,40.806587,21.034321
M,-1,40.736153,23.293234
M,-1,40.408043,25.081371
M,-1,40.042496,26.869476
M,-1,39.678352,28.717346
M,-1,39.254913,30.968857
M,-1,38.980331,32.986813
M,-1,38.698364,35.034939
M,-1,38.395569,37.216515
M,-1,38.339825,39.208611
M,-1,38.244144,41.151390
M,-1,38.467445,42.706295
M,-1,38.601875,44.133049
M,-1,39.020386,45.760384
M,-1,39.471592,47.183380
M,-1,39.579712,48.761787
M,-1,39.517990,50.052521
M,-1,38.845543,51.985874
M,-1,38.045609,53.686619
M,-1,37.191704,55.169510
M,-1,36.197147,56.976845
M,-1,35.301094,58.753864
M,-1,34.507397,60.609562
M,-1,33.994579,62.222107
M,-1,33.482620,64.152107
M,-1,33.499722,65.560143
M,-1,33.726837,67.116684
M,-1,34.711761,68.400673
M,-1,35.895714,69.273224
M,-1,37.371544,69.744675
M,-1,39.181190,70.119385
M,-1,40.962315,70.185074
M,-1,42.920238,69.504456
M,-1,44.205051,68.456146
M,-1,45.227692,67.122360
M,-1,45.742828,65.336266
M,-1,46.145027,63.144180
M,-1,46.354736,61.226402
M,-1,46.647335,59.218681
M,-1,46.946899,57.440998
M,-1,47.257435,55.382671
M,-1,47.513966,53.747017
M,-1,47.634571,51.969849
M,-1,47.778862,49.951050
M,-1,47.990791,48.017658
M,-1,48.126724,46.201736
M,-1,47.922935,44.215370
M,-1,47.759972,42.285656
M,-1,47.430286,40.475685
M,-1,47.149452,38.838055
M,-1,47.207386,37.167351
M,-1,47.139328,35.506145
M,-1,47.402931,33.945023
M,-1,47.817944,32.148937
M,-1,48.428444,30.063419
M,-1,49.066956,27.853970
M,-1,49.626434,26.051455
M,-1,50.327171,23.937748
M,-1,51.010536,22.078060
M,-1,51.813446,19.915445
M,-1,52.559479,18.126202
M,-1,53.511421,16.484026
M,-1,54.721653,14.544664
M,-1,55.835976,13.076244
M,-1,57.345413,11.435022
M,-1,58.651623,10.269676
M,-1,60.183517,9.257829
M,-1,61.798477,8.141827
M,-1,63.452415,7.393092
M,-1,65.524864,6.500422
M,-1,67.244080,5.936266
M,-1,69.320450,5.225747
M,-1,70.761154,4.825712
M,-1,73.158447,4.221176
M,-1,75.109077,3.806118
M,-1,77.486572,3.527191
M,-1,79.879059,3.342708
M,-1,82.182724,3.236561
M,-1,84.357193,3.102119
M,-1,86.581329,2.612591
M,-1,88.911201,2.103403
M,-1,91.080872,1.539763
M,-1,93.164948,0.913564
M,-1,94.989761,0.720866
M,-1,97.221581,0.558892
M,-1,99.278809,0.620534
M,-1,101.541138,0.747418
M,-1,103.542130,0.891544
M,-1,105.390396,0.985358
M,-1,106.947472,0.963883
M,-1,108.316345,0.531440
M,-1,109.753212,-0.402817
M,-1,110.618408,-1.866981
M,-1,110.873657,-3.047117
M,-1,110.664154,-4.759760
M,-1,109.569031,-5.995100
M,-1,108.471085,-6.812519
M,-1,106.332176,-7.114082
M,-1,104.716812,-7.147122
M,-1,102.646736,-7.182306
M,-1,100.293510,-7.159932
M,-1,98.383804,-7.162516
M,-1,96.634689,-7.070908
M,-1,94.378082,-6.929267
M,-1,92.402664,-6.901849
M,-1,90.019073,-6.851332
M,-1,87.777191,-6.701562
M,-1,85.392654,-6.505575
M,-1,83.106941,-6.294867
M,-1,80.756828,-5.962258
M,-1,78.614822,-5.665103
M,-1,76.191811,-5.377774
M,-1,74.267059,-5.039769
M,-1,72.275238,-4.795201
M,-1,70.039650,-4.439768
M,-1,68.041458,-4.054185
M,-1,66.062767,-3.810189
M,-1,64.072372,-3.458125
M,-1,62.202225,-3.118210
M,-1,60.298737,-2.773969
M,-1,58.498070,-2.451062
M,-1,56.571262,-2.116502
M,-1,54.539001,-1.801756
M,-1,52.849133,-1.528163
M,-1,50.608528,-1.068940
M,-1,48.914978,-0.718217
M,-1,47.013733,-0.161105
M,-1,45.358521,0.229853
M,-1,43.587517,0.800069
M,-1,41.453865,1.303252
M,-1,40.002655,0.873334
M,-1,38.018124,0.526975
M,-1,36.527054,-0.812924
M,-1,35.411072,-1.976607
M,-1,34.578022,-3.384134
M,-1,33.509369,-4.798065
M,-1,32.278118,-5.835434
M,-1,30.686749,-6.971932
M,-1,29.256094,-7.356974
M,-1,27.224762,-7.854456
M,-1,25.227865,-8.115270
M,-1,23.206104,-8.404966
M,-1,21.069828,-8.435819
M,-1,18.684319,-8.417955
M,-1,16.541822,-8.339018
M,-1,14.624386,-8.282148
M,-1,12.565170,-8.193172
M,-1,10.068642,-8.121836
M,-1,8.348730,-8.397074
M,-1,6.204906,-8.809280
M,-1,4.661685,-9.169732
M,-1,3.250459,-9.444627
M,-1,1.285058,-9.539347
M,-1,0.030571,-9.293263
M,-1,-1.563939,-8.327661
M,-1,-2.077406,-7.519897
M,-1,-2.762226,-6.487685
M,-1,-2.893226,-4.791662
M,-1,-2.678483,-3.639740
M,-1,-1.880501,-1.939139
M,-1,-0.938299,-1.100596
M,-1,0.783131,-0.191521
M,-1,2.361446,-0.193839
M,-1,3.937506,-0.221872
