side,cone_id,x,y
L,91,-19.671291,-27.909990
L,92,-16.709976,-25.450936
L,93,-13.852737,-22.770992
L,94,-11.111781,-19.982216
L,95,-8.570670,-17.071915
L,96,-6.315301,-13.999135
L,97,-4.445571,-10.739432
L,98,-3.049059,-7.288512
L,99,-2.188522,-3.687268
M,0,0.000000,0.000000
M,1,-0.142404,3.997161
M,2,0.134063,7.975693
M,3,2.167379,11.344485
M,4,5.509797,13.518841
M,5,9.181794,15.101859
M,6,12.950838,16.439794
M,7,16.783094,17.584842
M,8,20.655063,18.588215
M,9,24.545300,19.518762
M,10,28.434355,20.454207
M,11,32.300474,21.479630
M,12,36.114550,22.683103
M,13,39.835973,24.146807
M,14,43.409521,25.940228
M,15,46.768253,28.108458
M,16,49.845026,30.660624
M,17,52.589449,33.567350
M,18,54.965889,36.781715
M,19,56.867342,40.295816
M,20,57.979534,44.124519
M,21,57.479314,48.039432
M,22,54.949819,51.090134
M,23,51.538965,53.164264
M,24,47.839146,54.679288
M,25,44.026741,55.888073
M,26,40.167293,56.938727
M,27,36.293223,57.934476
M,28,32.403313,58.865961
M,29,28.481435,59.650502
M,30,24.518040,60.182744
M,31,20.523313,60.347964
M,32,16.536195,60.057786
M,33,12.590065,59.406980
M,34,8.661102,58.656549
M,35,4.709648,58.039331
M,36,0.721011,57.766579
M,37,-3.268302,58.005437
M,38,-7.154273,58.924213
M,39,-10.694571,60.755884
M,40,-13.608109,63.483244
M,41,-16.004684,66.682743
M,42,-18.153714,70.056181
M,43,-20.317336,73.420149
M,44,-22.701976,76.630167
M,45,-25.371942,79.606342
M,46,-28.350214,82.273113
M,47,-31.631181,84.556494
M,48,-35.176648,86.402527
M,49,-38.929936,87.777124
M,50,-42.840154,88.599855
M,51,-46.831472,88.698000
M,52,-50.713988,87.798460
M,53,-54.118028,85.728785
M,54,-56.872922,82.839467
M,55,-59.067615,79.499725
M,56,-60.821476,75.906931
M,57,-62.217270,72.159748
M,58,-63.306117,68.311708
M,59,-64.159052,64.404112
M,60,-64.874233,60.468648
M,61,-65.559719,56.527831
M,62,-66.250185,52.587930
M,63,-66.754793,48.620906
M,64,-66.813575,44.624992
M,65,-66.155443,40.686259
M,66,-64.842077,36.911250
M,67,-63.151369,33.287035
M,68,-61.311326,29.735424
M,69,-59.509860,26.164276
M,70,-57.921100,22.494607
M,71,-56.747778,18.673897
M,72,-56.158088,14.720970
M,73,-55.975742,10.725839
M,74,-55.911046,6.726378
M,75,-55.721875,2.731234
M,76,-55.322553,-1.248225
M,77,-54.671522,-5.194075
M,78,-53.727345,-9.079999
M,79,-52.510904,-12.889867
M,80,-51.097327,-16.631447
M,81,-49.564235,-20.325891
M,82,-47.959864,-23.989914
M,83,-46.147694,-27.554317
M,84,-43.878260,-30.841429
M,85,-40.880314,-33.463930
M,86,-37.160774,-34.878638
M,87,-33.180725,-35.168198
M,88,-29.221342,-34.638904
M,89,-25.408381,-33.445189
M,90,-21.831093,-31.663774
M,91,-18.520937,-29.422170
M,92,-15.444095,-26.867816
M,93,-12.526678,-24.131716
M,94,-9.723199,-21.279074
M,95,-7.093135,-18.266440
M,96,-4.727641,-15.042848
M,97,-2.739237,-11.575150
M,98,-1.240339,-7.870349
M,99,-0.311792,-3.983721
R,0,1.900000,-0.000000
R,1,1.756687,4.055932
R,2,1.981072,7.530096
R,3,3.446670,9.939703
R,4,6.356013,11.817689
R,5,9.868573,13.330325
R,6,13.537353,14.632586
R,7,17.288471,15.753287
R,8,21.108418,16.743095
R,9,24.982170,17.669669
R,10,28.892948,18.610382
R,11,32.823032,19.652902
R,12,36.741850,20.889644
R,13,40.604792,22.409304
R,14,44.348126,24.288253
R,15,47.890216,26.575096
R,16,51.145216,29.275162
R,17,54.045985,32.347307
R,18,56.562616,35.751928
R,19,58.611232,39.541596
R,20,59.864411,43.885270
R,21,59.206529,48.831095
R,22,56.130313,52.578903
R,23,52.364764,54.875420
R,24,48.471667,56.470912
R,25,44.553755,57.713520
R,26,40.647244,58.777109
R,27,36.756482,59.777135
R,28,32.818396,60.720067
R,29,28.803236,61.523053
R,30,24.692519,62.074716
R,31,20.498177,62.247798
R,32,16.292051,61.942035
R,33,12.237578,61.273997
R,34,8.318898,60.525479
R,35,4.482305,59.925681
R,36,0.702337,59.666488
R,37,-3.009827,59.887774
R,38,-6.520272,60.715314
R,39,-9.581597,62.295783
R,40,-12.169444,64.724308
R,41,-14.426516,67.740753
R,42,-16.540726,71.060308
R,43,-18.747899,74.491067
R,44,-21.227071,77.827937
R,45,-24.025560,80.946959
R,46,-27.169179,83.761453
R,47,-30.647402,86.181972
R,48,-34.408467,88.140312
R,49,-38.398444,89.601272
R,50,-42.603524,90.485062
R,51,-46.997254,90.590754
R,52,-51.424981,89.560416
R,53,-55.332914,87.189625
R,54,-58.373655,84.004714
R,55,-60.724724,80.429237
R,56,-62.570071,76.650177
R,57,-64.024674,72.745660
R,58,-65.151026,68.765921
R,59,-66.023860,64.768104
R,60,-66.746385,60.792755
R,61,-67.429975,56.862711
R,62,-68.125906,52.890702
R,63,-68.648359,48.777131
R,64,-68.709491,44.500479
R,65,-67.990876,40.195153
R,66,-66.594681,36.177505
R,67,-64.848302,32.432389
R,68,-62.996102,28.857056
R,69,-61.223934,25.344550
R,70,-59.697714,21.821079
R,71,-58.600162,18.251200
R,72,-58.051374,14.561378
R,73,-57.875389,10.689199
R,74,-57.810483,6.680130
R,75,-57.616953,2.594564
R,76,-57.206564,-1.494202
R,77,-56.533914,-5.570235
R,78,-55.555215,-9.598546
R,79,-54.303091,-13.520792
R,80,-52.861390,-17.337197
R,81,-51.312005,-21.071076
R,82,-49.686244,-24.783396
R,83,-47.794541,-28.501890
R,84,-45.324805,-32.073300
R,85,-41.870222,-35.085683
R,86,-37.536560,-36.741106
R,87,-33.105323,-37.066702
R,88,-28.805796,-36.492905
R,89,-24.693903,-35.205735
R,90,-20.863880,-33.299164
R,91,-17.370583,-30.934349
R,92,-14.178215,-28.284695
R,93,-11.200619,-25.492439
R,94,-8.334617,-22.575932
R,95,-5.615599,-19.460964
R,96,-3.139982,-16.086561
R,97,-1.032903,-12.410868
R,98,0.568380,-8.452185
R,99,1.564938,-4.280174
