side,cone_id,x,y
R,232,-12.301682,-19.444881
R,236,-14.216435,-16.009237
R,234,-15.164090,-13.077524
R,239,-15.669956,-10.746813
R,281,-15.926342,-8.274589
R,235,-14.398417,-6.874847
R,192,-12.264214,-5.621414
R,199,-8.578289,-4.960353
R,189,-3.903664,-3.575805
R,198,-1.521439,-2.944295
R,190,1.845145,-2.290097
R,1,4.960835,-1.976473
M,-1,5.216577,-0.001747
M,-1,6.975022,-0.378909
M,-1,8.632057,-0.748118
M,-1,10.102036,-1.091678
M,-1,11.457378,-1.371181
M,-1,12.605146,-1.767495
M,-1,13.837316,-2.190839
M,-1,16.096193,-3.051376
M,-1,18.246990,-3.780257
M,-1,19.437351,-4.488848
M,-1,21.467186,-5.801571
M,-1,22.458500,-7.284107
M,-1,22.952404,-8.278110
M,-1,23.613106,-10.147853
M,-1,24.150017,-12.480972
M,-1,24.518646,-13.656200
M,-1,25.384727,-15.772800
M,-1,26.109482,-16.701025
M,-1,27.501110,-18.492062
M,-1,29.360008,-19.740765
M,-1,30.862343,-20.603708
M,-1,32.709526,-21.259277
M,-1,34.559311,-22.125027
M,-1,35.754322,-23.935883
M,-1,36.238277,-24.774057
M,-1,36.277496,-26.965853
M,-1,36.353889,-28.664608
M,-1,36.274574,-31.112532
M,-1,35.907619,-33.416771
M,-1,35.382343,-35.738155
M,-1,34.809330,-38.072514
M,-1,33.975189,-40.396637
M,-1,33.287647,-42.686211
M,-1,32.450989,-44.977844
M,-1,31.656757,-46.961002
M,-1,30.716890,-49.224205
M,-1,29.751312,-50.203308
M,-1,27.931149,-51.427345
M,-1,26.238197,-52.362640
M,-1,24.027807,-52.724327
M,-1,22.259441,-52.801170
M,-1,20.873409,-52.553776
M,-1,19.483883,-51.726334
M,-1,18.300871,-50.770752
M,-1,16.945885,-49.134941
M,-1,16.488770,-47.614998
M,-1,15.856374,-45.963120
M,-1,14.412508,-44.620003
M,-1,12.809851,-44.005466
M,-1,11.007691,-43.198799
M,-1,9.415173,-43.109955
M,-1,7.931097,-43.377686
M,-1,6.902864,-43.637787
M,-1,5.205378,-44.596767
M,-1,3.398389,-45.779800
M,-1,2.317621,-47.138969
M,-1,1.399936,-49.428993
M,-1,0.518352,-51.741051
M,-1,-0.364152,-53.982452
M,-1,-1.279170,-56.239079
M,-1,-1.880740,-57.138428
M,-1,-3.250346,-59.203350
M,-1,-3.980150,-59.462811
M,-1,-6.232673,-60.512096
M,-1,-7.183058,-60.161816
M,-1,-9.563725,-59.661392
M,-1,-11.456572,-58.097248
M,-1,-12.182198,-57.196045
M,-1,-12.747019,-55.988831
M,-1,-14.033223,-53.908619
M,-1,-14.101572,-51.423767
M,-1,-14.084334,-48.963203
M,-1,-13.157921,-47.144814
M,-1,-11.667391,-45.451225
M,-1,-10.677020,-43.261066
M,-1,-9.642797,-41.622383
M,-1,-9.136690,-40.348827
M,-1,-9.033072,-38.767132
M,-1,-8.782873,-37.137882
M,-1,-9.041714,-34.736816
M,-1,-9.368640,-32.304935
M,-1,-9.725830,-29.907038
M,-1,-10.271420,-27.514030
M,-1,-11.142464,-25.242090
M,-1,-12.302787,-23.145472
M,-1,-13.475143,-21.117773
M,-1,-14.708582,-18.948441
M,-1,-15.664207,-17.229675
M,-1,-16.479855,-15.004057
M,-1,-16.952021,-13.537779
M,-1,-17.203447,-12.372250
M,-1,-17.397499,-10.702919
M,-1,-17.524105,-9.467176
M,-1,-17.530403,-8.164488
M,-1,-17.127167,-7.103693
M,-1,-16.362442,-6.404501
M,-1,-15.055077,-4.768054
M,-1,-13.987276,-4.143031
M,-1,-12.453128,-3.666850
M,-1,-10.708583,-3.794743
M,-1,-8.865374,-3.465944
M,-1,-7.613992,-2.876877
M,-1,-5.274433,-2.186119
M,-1,-3.226290,-1.038563
M,-1,-2.036614,-0.723025
M,-1,-0.352474,-0.396788
M,-1,1.732550,-0.030208
M,-1,3.289656,0.127908
M,-1,5.216577,-0.001747
