side,cone_id,x,y
M,-1,57.880547,23.541191
M,-1,58.240509,22.359905
M,-1,58.386318,21.242168
M,-1,58.353367,19.992638
M,-1,58.182148,18.815022
M,-1,57.799767,17.377216
M,-1,57.457993,16.232506
M,-1,57.067352,14.945633
M,-1,56.693405,13.978106
M,-1,56.172852,12.844361
M,-1,55.586914,11.887088
M,-1,54.942314,10.880049
M,-1,54.080276,9.775038
M,-1,53.254482,8.693722
M,-1,52.391777,7.516744
M,-1,51.571373,6.339301
M,-1,50.498356,4.896357
M,-1,49.350510,3.348814
M,-1,47.962822,1.555104
M,-1,46.571560,-0.209494
M,-1,45.384693,-1.461333
M,-1,44.107315,-2.935371
M,-1,43.078377,-3.704230
M,-1,41.480019,-4.571609
M,-1,40.215424,-5.062970
M,-1,38.936745,-5.463446
M,-1,37.819168,-5.747293
M,-1,36.235031,-6.191014
M,-1,34.737865,-6.585742
M,-1,33.173096,-6.971945
M,-1,31.469067,-7.355826
M,-1,29.642658,-7.791694
M,-1,27.811390,-8.239779
M,-1,26.088665,-8.689160
M,-1,24.243832,-9.143988
M,-1,22.384155,-9.599133
M,-1,20.577766,-10.063520
M,-1,18.732422,-10.525142
M,-1,16.909523,-10.961077
M,-1,15.078806,-11.445816
M,-1,13.260097,-11.935377
M,-1,11.457259,-12.386334
M,-1,9.764404,-12.794998
M,-1,8.448235,-13.094362
M,-1,7.010465,-13.679407
M,-1,6.082061,-14.223081
M,-1,5.257092,-15.185372
M,-1,4.527929,-16.105133
M,-1,4.108938,-16.898346
M,-1,3.941617,-17.876085
M,-1,3.922532,-19.126867
M,-1,3.952164,-19.978230
M,-1,3.948947,-21.246838
M,-1,3.739583,-22.072868
M,-1,3.487378,-22.849293
M,-1,2.895578,-23.568737
M,-1,2.125130,-24.438568
M,-1,1.243091,-24.989353
M,-1,-0.048006,-25.644356
M,-1,-1.887357,-26.514034
M,-1,-3.078065,-26.969934
M,-1,-4.945846,-27.489180
M,-1,-7.080029,-28.036255
M,-1,-8.597128,-28.120674
M,-1,-10.544450,-28.208405
M,-1,-11.409148,-28.103107
M,-1,-12.625033,-27.905191
M,-1,-13.648829,-27.498421
M,-1,-14.398375,-27.049767
M,-1,-15.346103,-26.372559
M,-1,-16.018948,-25.425182
M,-1,-16.301868,-24.586411
M,-1,-16.591751,-23.319950
M,-1,-16.762899,-22.229225
M,-1,-16.841980,-20.429066
M,-1,-16.984930,-18.442165
M,-1,-16.772694,-16.833395
M,-1,-16.511930,-14.858654
M,-1,-16.071745,-13.285057
M,-1,-15.438223,-11.342697
M,-1,-14.700297,-9.799364
M,-1,-13.706713,-8.025896
M,-1,-12.478442,-6.729621
M,-1,-11.155118,-5.235459
M,-1,-9.844963,-4.138712
M,-1,-8.286516,-2.877224
M,-1,-6.803331,-2.099534
M,-1,-5.052881,-1.194060
M,-1,-3.538771,-0.688641
M,-1,-1.618795,-0.076897
M,-1,0.046824,0.032715
M,-1,1.896554,0.175498
M,-1,3.716885,0.133820
